№;Название;Описание;Цена;Описание к цене;Изображение;Дополнительное изображение
;Hoya Obovata splash;Форма роста лиана. Растение нуждается в опоре. Темп роста средний. Листья  толстые,мясистые,круглые покрыты обильным серебрянным сплешем.В цветочном зонтике 20-30 пушистых  нежно-розовых цветков,корона темно-розовая. Цветы приятно пахнут. Не терпит залива;180;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;obovata_splash.jpg;obovata_splash.jpg
;Hoya Obovata variegated;Форма роста лиана. Растение нуждается в опоре. Темп роста выше среднего. Листья  толстые,мясистые,круглые покрыты редким серебряным крапом, по центру салатово-жёлтое, иногда с розовинкой, пятно. В цветочном зонтике  20-30 пушистых нежно-розовых цветков,корона темно-розовая.Цветы приятно пахнут. Не терпит залива;180;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;obovata_var.jpg;obovata.jpg
;Hoya Obovata variegated Splash;новинка! Форма роста лиана. Растение нуждается в опоре. Темп роста ниже среднего. Листья  толстые,мясистые,круглые, по центру салатово-жёлтое, иногда с розовинкой, пятно. Поверхность листа густо покрыта серебряным крапом. Нуждается в ярком освещении без прямых солнечных лучей. Цветы приятно пахнут.Не терпит залива. ;700;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;obovata_var_s.jpg;obovata.jpg
;Hoya Obscura;Форма роста ампель/лиана. Темп роста быстрый. Листья глянцевые, от 7 до 15 см, шириной 3-5 см. Цветочный зонтик состоит из сливочно-розовых или сливочно-желтых пушистых шариков цветков, до 30 штук в одном соцветии. Цветы приятно пахнут.;25;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;obscura_white.jpg;obscura_white.jpg
;Hoya Obscura red leaves;Форма роста ампель/лиана. Темп роста быстрый. Листья глянцевые, от 7 до 15 см, шириной 3-5 см.Под воздействием солнечного света приобретают приятный бордовый цвет. Цветочный зонтик состоит из сливочно-розовых или сливочно-желтых пушистых шариков цветков, до 30 штук в одном соцветии. Цветы приятно пахнут.;35;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;obscura_red.jpg;obscura_red.jpg
;Hoya Onychoides "forster";Форма роста лиана. Растение нуждается в опоре.;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;onychoides_forster.jpg;onychoides_forster.jpg
;Hoya Onychoides "Giant Flower"(EPC-135);новинка! Форма роста лиана. Растение нуждается в опоре. Темп роста средний. Листья суккулентные, тёмно-зелёные,12-22 см в длину и 4-7 см в ширину. Теплолюбивая хойя. Нуждается в ярком освещении без прямых солнечных лучей. Полив умеренный.Цветы около 7см, приятно пахнут.;200;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;onychoides_giant.jpg;onychoides_giant.jpg
;Hoya Onychoides "venus";Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья суккулентные, тёмно-зелёные, ланцетно-овальные, длиной до 12,5 см и шириной 5 см. Теплолюбивая хойя. Нуждается в ярком освещении без прямых солнечных лучей. Полив умеренный.Цветы крупные 4-5 см, приятно пахнут.;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;onychoides.jpg;onychoides_venus.jpg
;Hoya Pachyclada Pink Corona;Форма роста куст/лиана. Растение нуждается в опоре. Листья почти круглые, у основания клиновидные или несколько округленные, от 7 до 10 см длиной, от 5 до 6 см шириной, широкие, плотные, кожистые.  В зонтике собрано до 20 цветков, которые распространяют сильный сладковатый парфюмный запах. Освещение: любит солнечное месторасположению. К поливу следует относиться очень осторожно - эта хойя должна содержаться довольно сухо;-;временно нет;pachyclada_pink.jpg;pachyclada_pink.jpg
;Hoya Pachyclada Red Corona;Форма роста куст/лиана. Растение нуждается в опоре. Листья почти круглые, у основания клиновидные или несколько округленные, от 7 до 10 см длиной, от 5 до 6 см шириной, широкие, плотные, кожистые.  В зонтике собрано до 20 цветков, которые распространяют сильный сладковатый парфюмный запах. Освещение: любит солнечное месторасположению. К поливу следует относиться очень осторожно - эта хойя должна содержаться довольно сухо;85;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pachyclada.jpg;pachyclada_red.jpg
;Hoya Pachyclada variegated;Форма роста куст/лиана. Растение нуждается в опоре. Листья почти круглые,центр окрашен в кремово-жёлтый цвет, от 7 до 10 см длиной, от 5 до 6 см шириной, широкие, плотные, кожистые.  В зонтике собрано до 20 цветков, которые распространяют сильный сладковатый парфюмный запах. Освещение: любит солнечное месторасположению. К поливу следует относиться очень осторожно - эта хойя должна содержаться довольно сухо;300;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pachyclada_var.jpg;pachyclada_white.jpg
;Hoya Parasitica Lao;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья овальные, с овальной или заостренной верхушкой,зелёные мясистые густо покрыты серебрянным крапом, до 10 см длиной и 4 см шириной. ветки белые с карминно-красной коронкой, диаметром около 1 см, с сильным ароматом. Освещение: яркий свет с попаданием прямых солнечных лучей.  Подходит для новичка.;75;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;parasitica_lao.jpg;parasitica_lao.jpg
;Hoya Patella pink;Форма роста лиана. Растение нуждается в опоре. Темп роста средний. Листья продолговато-овальные, со слегка заостренным кончиком, 6,5 - 9 см длиной, 2,7 - 3,4 см шириной. Нижняя сторона и черешки листьев опушенные. Венчик цветка широкий, колокольчатой формы, приблизительно 3 см в диаметре, окрашен в насышено розовый или розово-персиковый цвет. Не терпит просушки грунта. нуждается в ярком освещении без прямых солнечных лучей. ;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;patella.jpg;patella_pink.jpg
;Hoya Patella white;Форма роста лиана. Растение нуждается в опоре. Темп роста средний. Листья продолговато-овальные, со слегка заостренным кончиком, 6,5 - 9 см длиной, 2,7 - 3,4 см шириной. Нижняя сторона и черешки листьев опушенные. Венчик цветка широкий, колокольчатой формы, приблизительно 3 см в диаметре, кремово-белого цвета. Не терпит просушки грунта. нуждается в ярком освещении без прямых солнечных лучей. ;85;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;patella.jpg;patella_white.jpg
;Hoya Pauciflora;Форма роста лиана/ампель. Темп роста средний. Длина листа варьируются 3-9 см, ширина не более 1 см. Цветки практически белые, корона темная, диаметр цветов от 2,5 до 4 см. ;60;Цена указана за  укоренённый черенок в три узла. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pauciflora.jpg;pauciflora.jpg
;Hoya Pentaphlebia;Форма роста лиана. Растение нуждается в опоре. Темп роста выше среднего. Листья большие 8 - 16 см длиной и 6 - 9 см шириной, широко-овальные, глянцевые. Гладкие цветочные зонтики состоят из 25-35 желтых цветов 7 - 8 мм в диаметре. Рекомендуется для новичков.;60;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pentaphlebia.jpg;pentaphlebia.jpg
;Hoya Pimenteliana;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Линейно-ланцетные листья различны по окраске, длина 6 – 10 см, ширина 2,5 – 3см. Верхняя сторона бархатисто опушена. В полукруглом зонтике раскрывается 5 – 10 цветков. Цветы приятно пахнут.;50;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pimenteliana.jpg;pimenteliana.jpg
;Hoya Platycaulis;новинка! Форма роста куст. Тонколистная хойка. Не терпит пересушки, требует повышенной влажности воздуха. Любит яркое освещение. От прямых лучей нужно притенять. Хорошо растёт на восточном окне. Цветы имеют приятный аромат. Рекомендуется хоеману с опытом :);400;временно нет;platycaulis.jpg;platycaulis.jpg
;Hoya Polyneura Broget;Форма роста поникающий куст/ампель. Темп роста средний. Листья очень красивой ромбовидной формы с сине-зелеными жилками. Зацветает рано. Предпочитает прохладное содержание, умеренный полив.;70;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;polyneura_b.jpg;polyneura.jpg
;Hoya Praetorii;Форма роста куст. Темп роста выше среднего. Листья большие, приблизительно 20см длиной и 9см шириной, тонкие, гладкие, темно-зеленые с редким серебристым крапом.В цветочном зонтике открывается 15-20 цветков ярко-оранжевого цвета, вокруг короны они покрыты густыми белыми волосками. Корона бежево-винно-красная. Лепестки цветков отогнуты назад. Высота цветка  1.4 см. Аромат слабый. Для благополучного роста и цветения необходимо больше воды и удобрений.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;praetorii.jpg;praetorii.jpg
;Hoya Pubicalyx "Black Dragon";Форма роста лиана. Растение нуждается в опоре.Темп роста быстрый. Листья мясистые, кожистые, гладкие, продолговатые или продолговато-овальные, 10 - 14 см длиной, 3 - 6 см шириной. Цветочные зонтики состоят из 30 цветков, 8 - 9 см в диаметре. Цветы ароматные , практически чёрного цвета.;120;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pubicalyx_b_d.jpg;pubicalyx_b_d.jpg
;Hoya Pubicalyx "Chimera";Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Может иметь различно окрашенные листья, густо покрытые серебристым крапом, молоодые плети и листья окрашены в багряный. Окраска цветов случайна как в пределах одного растения, так и в пределах одного цветочного зонтика: от очень темных, почти черных оттенков, до ярко-малиновых или насыщенно-розовых.;90;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pubicalyx_chimera.jpg;pubicalyx_chimera.jpg
;Hoya Pubicalyx cv. "Royal Hawaiian Purple";Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листва глянцевая, густо покрытая серебристым крапом,молодые побеги и листья окрашены в багрянистый оттенок. Цветы имеют, переход цвета от красного до бордового.;85;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pubicalyx_r_h_p.jpg;pubicalyx_r_h_p.jpg
;Hoya Pubicalyx Fresno Beauty;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Цветы опушенные, розовые. Листья густо «забрызганы» серебристыми пятнами;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pubicalyx_f_b.jpg;pubicalyx_f_b.jpg
;Hoya Pubicalyx "Pink Dragon";новинка! Форма роста лиана. Растение нуждается в опоре.;250;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pubicalyx_p_dragon.jpg;pubicalyx_p_d.jpg
;Hoya Pubicalyx Red Button;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья заостренные, гладкие, светло-зеленые с беспорядочно разбросанными серебристыми пятнами. Цветы собраны в крупный цветочный зонтик, опушенные, насыщенно-красные с серыми волосками. Приятно пахнут.;65;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pubicalyx_r_b.jpg;pubicalyx_r_b.jpg
;Hoya Pubicalyx Silver Pink;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья длинные, покрыты серебрянным крапом. Предпочитает притенённое место. Цветы красно-розовые, опушённые, ароматные.;45;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pub_silver_pink.jpg;pub_silver_pink.jpg
;Hoya Pubicalyx "White Dragon" (Hoya celata );Форма роста лиана. Растение нуждается в опоре. Темп роста ниже среднего. Листья мясистые, кожистые, гладкие, продолговатые или продолговато-овальные, 10 - 14 см длиной, 3 - 6 см шириной. Цветочные зонтики состоят из 30 цветков, 8 - 9 см в диаметре. Цветы ароматные, приблизительно 1.8 см в диаметре. Рекомендуется для начинающих любителей, не составляет сложностей в уходе.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;pubicalyx_dragon.jpg;pubicalyx_w_d.jpg
;Hoya Purpureofusca;Форма роста лиана. Растение нуждается в опоре. Темп роста вышес среднего. Листья тонкие и жесткие, длиной  от 8 до 16 см и шириной от 4 до 8 см, темно-зеленые с хорошо видными жилками.Цветки в диаметре 1.4 см, венчик красный и корона темно-красная с желтой серединкой. Обычно в зонтике раскрывается 30 цветков. При цветении излучает аромат сладкого меда.;65;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;purpureofuska.jpg;purpureofuska.jpg
;Hoya Retusa;Форма роста ампель/лиана. Темп роста быстрый. Листья очень тонкие, светло-зеленого цвета, похожие на сосновые иголочки, длиной примерно 6 см и шириной 2 мм. Цветы обычно одиночные. Венчик в форме звезды, диаметром 1,5 см, кончики лепестков треугольные, острые и бархатно покрыты волосками. Корона диаметром 5 мм, оттенок от розового до темно-розового. Запах при цветении практически не ощущается.Полив умеренный.;50;"Цена указана за  укоренённый ""пучок"" узлов. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ";retusa.jpg;retusa.jpg
;Hoya Rigida;;-;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;rigida.jpg;rigida.jpg
;Hoya Rotundiflora (sp.Square);Форма роста лиана/ампель. Темп роста средний. Листья опушенные, интересной формы. Полив без просушек, освещение без прямого солнца.;45;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_square.jpg;sp_square.jpg
;Hoya Rubida IML-1725;новинка! Форма роста лиана. Растение нуждается в опоре.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;rubida.jpg;rubida.jpg
;Hoya Sammannaniana ("Deep Bell");новинка! Форма роста лиана. Растение нуждается в опоре.;450;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_sabah_sdk_41.jpg;sp_sabah_sdk_41.jpg
;Hoya Shepherdii;Форма роста ампель/лиана. Темп роста выше среднего. Листья узкие, около 10 см,  шириной около 1см. В цветочном зонтике 5-6 цветов нежно розового или сливочного цвета. Очень охотно и обильно цветёт. Рекомендуется новичку.;-;временно нет;shepherdii.jpg;shepherdii.jpg
;Hoya Siamica Craib;Форма роста ампель/лиана. Темп роста выше среднего. Листья 5-7 см длинной и около 2-3 см шириной. Цветение продолжается 7 дней, цветы приятно пахнут. Подходит новичку.;-;-;siamica.jpg;siamica.jpg
;Hoya Siariae Dark Red;Форма роста лиана. Растение нуждается в опоре. Темп роста выше среднего. Листья длиной до 14 см и шириной 3 – 4 см. Винно-красные колокольчатые цветки , словно сделаны из пластмассы, достигают диаметра 1,5 см.  В зонтиках раскрывается 15 – 20 цветков.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;siariae_d_r.jpg;siariae_d_r.jpg
;Hoya Siariae "Laguna";Форма роста лиана. Растение нуждается в опоре. Темп роста средний. Листья длиной до 14 см и шириной 3 – 4 см. Розово-красные колокольчатые цветки прозрачные, словно сделаны из пластмассы, достигают диаметра 1,5 см.  В зонтиках раскрывается 15 – 20 цветков.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;siariae_laguna.jpg;siariae_laguna.jpg
;Hoya Sigillatis;Форма роста лиана/ампель.  Темп роста средний. Эллиптические листья достигают 4 – 10 см длины и 2 см ширины.  Почти всю верхнюю сторону листьев покрывают отчётливые серебристые пятна. Листья сверху имеют голубовато-зелёную окраску, при ярком освещении приобретают бронзовый оттенок, снизу они красноватые. Цветки собраны в зонтики по 15 – 20 штук.Оптимальные условия температура 20-25°,полив умеренный, без застоя воды и пересушки.;75;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sigillatis.jpg;sigillatis.jpg
;Hoya Sigillatis "Alas River";Форма роста ампель/лиана. Темп роста средний.;-;временно нет;sigillatis_alas_river.jpg;sigillatis_alas_river.jpg
;Hoya Sipitangensis;Форма роста ампель. Темп роста выше среднего. Легкая в культуре хойя. Предпочитает расти ампелем либо стелиться по поверхностям.Зацветает в раннем возрасте. Цветет почти непрерывно. Легко переносит подсушивание субстрата, однако при регулярном поливе чувствует себя лучше.В цветочном зонтике открывается до 30 отдельных цветков.;45;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sipitangensis.jpg;sipitangensis.jpg
;Hoya Soidaoensis;Форма роста лиана/ампель. Темп роста выше среднего. Цветы имеют приятный аромат.;-;временно нет;soidaoensis.jpg;soidaoensis.jpg
;Hoya Soligamiana Yellow;Форма роста лиана. Растение нуждается в опоре. Темп роста ниже среднего. Листья длинные, кожистые, на солнце листья краснеют. Цветы неопушенные, цветочный зонтик рыхлый.;120;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;soligamiana.jpg;soligamiana_y.jpg
;Hoya Spartioides;;-;временно нет;spartioides.jpg;spartioides.jpg
;Hoya Subglabra;Форма роста лиана. Растение нуждается в опоре.;40;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;subglabra.jpg;subglabra.jpg
;Hoya Sussuela;;-;временно нет;sussuela.jpg;sussuela.jpg
;Hoya Sweet Scent;Форма роста лиана. Растение нуждается в опоре.;85;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sweet_scent.jpg;sweet_scent.jpg
;Hoya Telosmoides;новинка! Форма роста лиана. Растение нуждается в опоре. Листья темно-зеленые, тонкие, кожистые, продолговато-удлиненные, длиной 10-17 см, шириной 4-5,5 см.  В колокольчатом цветочном зонтике открывается 10-15 колокольчатой формы цветков зеленовато-желтоватого цвета. Размер цветка около 2 см. Кончики лепестков острые, коронка практически не видна. Цветки держатся более 3 недель и распространяют сильный приятный запах. Нуждается в притенении, полив без просушек.;-;временно нет;telosmoides.jpg;telosmoides.jpg
;Hoya Thailandica;новинка! Форма роста лиана. Растение нуждается в опоре. Темп роста средний.Листья плотные, около 5 см, не опушенные. ;-;временно нет;thailandica.jpg;thailandica.jpg
;Hoya Thomsonii;Форма роста лиана/смпель. Листья овальные, темно-зеленые, с серебристым крапом, бархатисто опушенные, 6-10 см длиной, 3-4 см шириной. Цветочные зонтики состоят из 10-20, иногда из 30 цветков. Цветы опушенные, 2 см в диаметре, кристаллически-белые, с пряным ароматом.Цветение длится приблизительно до 10 дней, обладают сильным ароматом жасмина.Прохладное содержание способствует хорошему росту и цветению.;45;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;thomsonii.jpg;thomsonii.jpg
;Hoya Thomsonii EPC-169 pink flowers;новинка! Форма роста лиана/ампель. ;-;временно нет;thomsonii_pink.jpg;thomsonii_pink.jpg
;Hoya Vertivulata albomarginata;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья плотные,зелёные по краю имеют золотистую или белую полосу.Цветы не чисто белые, цвет короны белый от красно-желтого центра. Цветение длится приблизительно 4 дня. Прекрасно растёт в притенении.;-;временно нет;verticulata_alba.jpg;verticulata.jpg
;Hoya Vertivulata yellow variegated;Форма роста лиана. Растение нуждается в опоре. Темп роста средний. Листья длинные около 6-11cм и шириной 3-4см, центр окрашен в лимонно жёлтый цвет. Цветы блестящие, зеленовато-желтые с красным центром, в шаровидном соцветии может насчитываться до 50 цветков, размером около 1,5 см. Цветки держатся около 5 дней и обладают приятным цитрусовым или мятным ароматом.;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;verticulata_y.jpg;verticulata_var.jpg
;Hoya Vitellina splash;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Удлиненно-яйцевидные листья очень мясистые, жесткие и кожистые, у основания закругленные, по краю окрашены темным кантом. Весь лист покрыт серебристыми сплешками. Нуждается в ярком освещении без прямых солнечных лучей. Цветочный зонтик с 20-25 цветками. Опушенные цветки диаметром 1 см желто-розового цвета.;120;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;vitellina_splash.jpg;vitellina_splash.jpg
;Hoya Vitellinoides;Форма роста лиана. Растение нуждается в опоре. Темп роста выше среднего. Существует много форм, которые могут отличаться размеров листьев и жилкованием.Лист развернутый, с волнистыми краями, овальный с заостренным кончиком, основание тупое, с большой центральной жилкой, жесткий. Любит освещенное содержание с притенением от прямых солнечных лучей, температура средняя, +20 - +25С, зимой не ниже +16С. Полив умеренный.;120;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;vitellinoides.jpg;vitellinoides.jpg
;Hoya Vitiensis;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья тонкие, травянисто-зеленые, 8-11 см длиной и 3-4 см шириной.  Цветы серовато-пурпурного окраса, плоские, 1,5-2,0 см диаметром, кончики лепестков венчика отгибаются назад, корона бледно-желтого цвета с красным центром. Нуждается в повышенной влажности, теплолюбива. Цветы приятно пахнут.;75;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;vitiensis.jpg;vitiensis.jpg
;Hoya Vitiensis yellow form;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья тонкие, травянисто-зеленые, 8-11 см длиной и 3-4 см шириной.  Цветы насыщенно жёлтого цвета, плоские, 1,5-2,0 см диаметром, кончики лепестков венчика отгибаются назад, корона бледно-желтого цвета с красным центром. Нуждается в повышенной влажности, теплолюбива. Цветы приятно пахнут.;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;vitiensis_yellow.jpg;vitiensis_yellow.jpg
;Hoya Walliniana UT-152;Форма роста лиана. Растение нуждается в опоре.;50;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;walliniana_ut_152.jpg;walliniana_ut_152.jpg
;Hoya Waymaniae splash;;-;временно нет;waymaniae_splash.jpg;e.jpg
;Hoya Wibergiae;Форма роста лиана. Растение нуждается в опоре. Листья супротивные, овальные, слегка изогнуты вдоль длины, с острым кончиком, 6,5 см - 11,0 см длиной, 4,2 см шириной. Поверхность гладкая, покрыта  серебрянным крапом,при хорошем освещении он приобретает розовый цвет.Средняя температура содержания 22-24°С. Яркий, рассеянный свет, с некоторой долей прямых солнечных лучей;80;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;wibergiae.jpg;wibergiae.jpg
;Hoya  EPC 600;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья кожистые, темно-зеленые с красивыми сплешками.Количества крапа зависит от яркости освещения. Нуждается в притенении от прямых солнечных лучей.;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;epc_600.jpg;epc_600.jpg
;Hoya  HSI-037;Форма роста лиана. Растение нуждается в опоре.;70;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;hsi_037.jpg;hsi_037.jpg
;Hoya  sp. GPS 7-35;Форма роста лиана/ампель. Темп роста средний. Листья около 3 см, опушенные с редким серебрянным крапом. Цветы пушистые, необычного сиренево-фиолетового цветафиолетового  цвета.;-;временно нет;sp_gps_7_35.jpg;sp_gps_7_35.jpg
;Hoya cf. Acuta yellow flowers EPC-271;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья довольно крупные, глянцевые, покрыты частым серебряным крапом, сплешики крупные.;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;acuta_yellow_flower.jpg;acuta_yellow_flower.jpg
;Hoya cv. Iris Marie;Форма роста лиана/куст. Растение нуждается в опоре. Темп роста быстрый. Листья с длинным заострённым кончиком, молодые листья бронзовые. Цветы ароматные, около 2,5 см в диаметре. Цветёт часто. Полив умеренный. Освещение без прямого солнца. Подходит новичку.;-;временно нет;cv_iris_marie.jpg;cv_iris_marie.jpg
;Hoya cv. Kaimuki;Форма роста лиана. Растение нуждается в опоре.;200;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;cv_kaimuki.jpg;cv_kaimuki.jpg
;Hoya cv. Minibelle;Форма роста лиана/ампель. Темп роста ниже среднего. Листья темно-зеленые, гладкие и почти полностью залиты серебрянным крапом. Нуждается в  ярком освещении без прямых солнечных лучей.;50;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;cv_minibelle.jpg;cv_minibelle.jpg
;Hoya cv. Minibelle splash;Форма роста лиана/ампель. Темп роста ниже среднего. Листья темно-зеленые, гладкие, обильно залиты густым серебряным крапом. Нуждается в  ярком освещении без прямых солнечных лучей. Не любит просушки. Рекомендуется новичкам;300;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;cv_minibelle_splash.jpg;cv_minibelle.jpg
;Hoya cv. Rebecca;Форма роста лиана. Растение нуждается в опоре.;30;Цена указана за  укоренённый черенок в два узла Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;cv_rebecca.jpg;cv_rebecca.jpg
;Hoya cv. Sunrise splash;Форма роста лиана/ампель. Темп роста средний. Листья около 5 см, покрыты частыми серебряными брызгами. На активном солнце и под лампами, приобретают красивый бронзовый загар. Подходит новичку.;-;временно нет;cv_sunrise_splash.jpg;cv_sunrise_splash.jpg
;Hoya cv.Golden Eyes;Форма роста лиана. Растение нуждается в опоре.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;cv_golden_eyes.jpg;cv_golden_eyes.jpg
;Hoya cv.Joy ;Форма роста лиана. Растение нуждается в опоре.;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;cv_joy.jpg;cv_joy.jpg
;Hoya cv.Mathilda splash;Форма роста лиана/ампель. Темп роста быстрый. Миниатюрная хойя. Листья плотные. Хорошо отзывается на повышенную влажность воздуха. Полив умеренный. Нуждается в ярком освещении с некоторым количеством прямых солнечных лучей. При хорошем освещении листья полностью серебряные. Цветы приятно пахнут. Подходит новичку.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;cv_mathilde_splash.jpg;cv_mathilde.jpg
;Hoya cv.Mathilde;Форма роста лиана/ампель. Темп роста быстрый. Миниатюрная хойя. Листья плотные. Хорошо отзывается на повышенную влажность воздуха. Освещение яркое. Цветы приятно пахнут. Подходит новичку. ;30;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;cv_mathilde.jpg;cv_mathilde.jpg
